component;action;target;objectid;contextid;contextlevel;contextinstanceid;userid;courseid;timecreated
mod_resource;viewed;course_module;32840;215111;70;96408;21201;1489;1551609441
mod_resource;viewed;course_module;32649;213923;70;95959;21201;1489;1551609444
mod_resource;viewed;course_module;32914;215597;70;96525;21201;1489;1551609946
mod_resource;viewed;course_module;32650;213924;70;95960;21262;1489;1551613505
mod_resource;viewed;course_module;32651;213925;70;95961;21262;1489;1551613568
mod_resource;viewed;course_module;32532;213481;70;95758;21262;1489;1551613578
mod_resource;viewed;course_module;32533;213482;70;95759;21262;1489;1551613585
mod_resource;viewed;course_module;32648;213922;70;95958;21262;1489;1551613594
mod_resource;viewed;course_module;32649;213923;70;95959;21262;1489;1551613600
mod_resource;viewed;course_module;32810;214914;70;96368;21262;1489;1551613615
mod_resource;viewed;course_module;32809;214913;70;96367;21262;1489;1551613622
mod_resource;viewed;course_module;32834;215105;70;96402;21262;1489;1551613629
mod_resource;viewed;course_module;32835;215106;70;96403;21262;1489;1551613635
mod_resource;viewed;course_module;32837;215108;70;96405;21262;1489;1551613642
mod_resource;viewed;course_module;32839;215110;70;96407;21262;1489;1551613685
mod_resource;viewed;course_module;32840;215111;70;96408;21262;1489;1551613691
mod_resource;viewed;course_module;32841;215112;70;96409;21262;1489;1551613697
mod_resource;viewed;course_module;32836;215107;70;96404;21262;1489;1551613703
mod_resource;viewed;course_module;32842;215113;70;96410;21262;1489;1551613709
mod_resource;viewed;course_module;32838;215109;70;96406;21262;1489;1551613714
mod_resource;viewed;course_module;32913;215596;70;96524;21262;1489;1551613719
mod_resource;viewed;course_module;32914;215597;70;96525;21262;1489;1551613724
mod_resource;viewed;course_module;32650;213924;70;95960;21262;1489;1551613871
mod_resource;viewed;course_module;32834;215105;70;96402;10746;1489;1551618320
mod_resource;viewed;course_module;32839;215110;70;96407;10746;1489;1551618336
mod_resource;viewed;course_module;32837;215108;70;96405;10746;1489;1551618338
mod_resource;viewed;course_module;32837;215108;70;96405;10746;1489;1551620958
mod_resource;viewed;course_module;32651;213925;70;95961;21262;1489;1551631493
mod_resource;viewed;course_module;32651;213925;70;95961;21262;1489;1551631494
mod_resource;viewed;course_module;32836;215107;70;96404;21262;1489;1551631777
mod_resource;viewed;course_module;32836;215107;70;96404;21262;1489;1551631779
mod_resource;viewed;course_module;32842;215113;70;96410;21823;1489;1551650436
mod_resource;viewed;course_module;32838;215109;70;96406;21823;1489;1551650437
mod_resource;viewed;course_module;32913;215596;70;96524;21823;1489;1551650438
mod_resource;viewed;course_module;32914;215597;70;96525;21823;1489;1551650439
mod_resource;viewed;course_module;32837;215108;70;96405;7;1489;1551652629
mod_resource;viewed;course_module;32913;215596;70;96524;7;1489;1551652639
mod_resource;viewed;course_module;32914;215597;70;96525;7;1489;1551652641
mod_resource;viewed;course_module;32836;215107;70;96404;21195;1489;1551660350
mod_resource;viewed;course_module;32651;213925;70;95961;21195;1489;1551660355
mod_resource;viewed;course_module;32651;213925;70;95961;21142;1489;1551678551
mod_resource;viewed;course_module;32836;215107;70;96404;21142;1489;1551678600
mod_resource;viewed;course_module;32842;215113;70;96410;21142;1489;1551678603
mod_resource;viewed;course_module;32838;215109;70;96406;21142;1489;1551678604
mod_resource;viewed;course_module;32280;212944;70;95239;21142;1489;1551682443
mod_resource;viewed;course_module;32281;212946;70;95241;21142;1489;1551682444
mod_resource;viewed;course_module;32282;212948;70;95243;21142;1489;1551682445
mod_resource;viewed;course_module;32283;212950;70;95245;21142;1489;1551682446
mod_resource;viewed;course_module;32284;212952;70;95247;21142;1489;1551682448
mod_resource;viewed;course_module;32285;212954;70;95249;21142;1489;1551682448
mod_resource;viewed;course_module;32286;212956;70;95251;21142;1489;1551682449
mod_resource;viewed;course_module;32836;215107;70;96404;21316;1489;1551687692
mod_resource;viewed;course_module;32836;215107;70;96404;21592;1489;1551687717
mod_resource;viewed;course_module;32835;215106;70;96403;18232;1489;1551687725
mod_resource;viewed;course_module;32840;215111;70;96408;18232;1489;1551687732
mod_resource;viewed;course_module;32810;214914;70;96368;21173;1489;1551687790
mod_resource;viewed;course_module;32842;215113;70;96410;21173;1489;1551687804
mod_resource;viewed;course_module;32836;215107;70;96404;21173;1489;1551687807
mod_resource;viewed;course_module;32651;213925;70;95961;21173;1489;1551687827
mod_resource;viewed;course_module;32838;215109;70;96406;18232;1489;1551687882
mod_resource;viewed;course_module;32651;213925;70;95961;21173;1489;1551687890
mod_resource;viewed;course_module;32838;215109;70;96406;21592;1489;1551687903
mod_resource;viewed;course_module;32838;215109;70;96406;21592;1489;1551687911
mod_resource;viewed;course_module;32841;215112;70;96409;21176;1489;1551688010
mod_resource;viewed;course_module;32841;215112;70;96409;21176;1489;1551688043
mod_resource;viewed;course_module;32842;215113;70;96410;21316;1489;1551688249
mod_resource;viewed;course_module;32838;215109;70;96406;21592;1489;1551688339
mod_url;viewed;course_module;5703;212940;70;95235;21176;1489;1551688376
mod_resource;viewed;course_module;32837;215108;70;96405;21173;1489;1551689138
mod_resource;viewed;course_module;32533;213482;70;95759;21201;1489;1551689593
mod_resource;viewed;course_module;32649;213923;70;95959;21201;1489;1551689701
mod_resource;viewed;course_module;32836;215107;70;96404;21176;1489;1551689744
mod_resource;viewed;course_module;32914;215597;70;96525;21201;1489;1551689752
mod_resource;viewed;course_module;32913;215596;70;96524;21174;1489;1551689778
mod_resource;viewed;course_module;32836;215107;70;96404;21176;1489;1551689810
mod_resource;viewed;course_module;32836;215107;70;96404;21174;1489;1551689852
mod_resource;viewed;course_module;32839;215110;70;96407;21176;1489;1551689920
mod_resource;viewed;course_module;32840;215111;70;96408;21176;1489;1551689926
mod_resource;viewed;course_module;32841;215112;70;96409;21176;1489;1551689946
mod_resource;viewed;course_module;32838;215109;70;96406;21142;1489;1551689955
mod_resource;viewed;course_module;32810;214914;70;96368;21178;1489;1551689959
mod_resource;viewed;course_module;32839;215110;70;96407;21142;1489;1551690002
mod_resource;viewed;course_module;32649;213923;70;95959;18232;1489;1551690003
mod_resource;viewed;course_module;32840;215111;70;96408;21142;1489;1551690004
mod_resource;viewed;course_module;32841;215112;70;96409;21142;1489;1551690012
mod_resource;viewed;course_module;32650;213924;70;95960;21174;1489;1551690054
mod_url;viewed;course_module;5703;212940;70;95235;21174;1489;1551690150
mod_resource;viewed;course_module;32842;215113;70;96410;21592;1489;1551690162
mod_resource;viewed;course_module;32834;215105;70;96402;21174;1489;1551690189
mod_resource;viewed;course_module;32651;213925;70;95961;21174;1489;1551690255
mod_resource;viewed;course_module;32839;215110;70;96407;21316;1489;1551690277
mod_book;viewed;course_module;6348;212921;70;95216;21174;1489;1551690322
mod_book;viewed;chapter;41278;212921;70;95216;21174;1489;1551690322
mod_resource;viewed;course_module;32835;215106;70;96403;21174;1489;1551690350
mod_resource;viewed;course_module;32836;215107;70;96404;21174;1489;1551690488
mod_resource;viewed;course_module;32533;213482;70;95759;21316;1489;1551690554
mod_resource;viewed;course_module;32842;215113;70;96410;21176;1489;1551690987
mod_resource;viewed;course_module;32838;215109;70;96406;21176;1489;1551690991
mod_resource;viewed;course_module;32914;215597;70;96525;21176;1489;1551690995
mod_resource;viewed;course_module;32650;213924;70;95960;18232;1489;1551691029
mod_resource;viewed;course_module;32836;215107;70;96404;21174;1489;1551691225
mod_resource;viewed;course_module;32836;215107;70;96404;21471;1489;1551694097
mod_resource;viewed;course_module;32838;215109;70;96406;21465;1489;1551694217
mod_resource;viewed;course_module;32838;215109;70;96406;21465;1489;1551694353
mod_resource;viewed;course_module;32842;215113;70;96410;21466;1489;1551694386
mod_resource;viewed;course_module;32838;215109;70;96406;21471;1489;1551694392
mod_resource;viewed;course_module;32838;215109;70;96406;21466;1489;1551694411
mod_resource;viewed;course_module;32836;215107;70;96404;21465;1489;1551694510
mod_resource;viewed;course_module;32842;215113;70;96410;21823;1489;1551694565
mod_resource;viewed;course_module;32838;215109;70;96406;21823;1489;1551694575
mod_resource;viewed;course_module;32914;215597;70;96525;21471;1489;1551694715
mod_resource;viewed;course_module;32914;215597;70;96525;21471;1489;1551694767
mod_resource;viewed;course_module;32913;215596;70;96524;21463;1489;1551695065
mod_resource;viewed;course_module;32914;215597;70;96525;21823;1489;1551695221
mod_resource;viewed;course_module;32651;213925;70;95961;21465;1489;1551695399
mod_resource;viewed;course_module;32651;213925;70;95961;21322;1489;1551695767
mod_resource;viewed;course_module;32650;213924;70;95960;21322;1489;1551695772
mod_resource;viewed;course_module;32651;213925;70;95961;21322;1489;1551695809
mod_resource;viewed;course_module;32838;215109;70;96406;21631;1489;1551696771
mod_resource;viewed;course_module;32836;215107;70;96404;21489;1489;1551697261
mod_resource;viewed;course_module;32836;215107;70;96404;21489;1489;1551698423
mod_resource;viewed;course_module;32836;215107;70;96404;10746;1489;1551699047
mod_resource;viewed;course_module;32836;215107;70;96404;10746;1489;1551699149
mod_resource;viewed;course_module;32913;215596;70;96524;10746;1489;1551700331
mod_resource;viewed;course_module;32837;215108;70;96405;10746;1489;1551704003
mod_resource;viewed;course_module;32914;215597;70;96525;10746;1489;1551704016
mod_resource;viewed;course_module;32914;215597;70;96525;10746;1489;1551704041
mod_book;viewed;course_module;6348;212921;70;95216;21469;1489;1551712044
mod_book;viewed;chapter;41278;212921;70;95216;21469;1489;1551712044
mod_forum;viewed;course_module;5186;212922;70;95217;21469;1489;1551712062
mod_resource;viewed;course_module;32650;213924;70;95960;21469;1489;1551712205
mod_resource;viewed;course_module;32532;213481;70;95758;21469;1489;1551712257
mod_book;viewed;course_module;6348;212921;70;95216;21469;1489;1551712275
mod_book;viewed;chapter;41278;212921;70;95216;21469;1489;1551712275
mod_book;viewed;chapter;41279;212921;70;95216;21469;1489;1551712305
mod_book;viewed;chapter;41280;212921;70;95216;21469;1489;1551712319
mod_book;viewed;chapter;41281;212921;70;95216;21469;1489;1551712406
mod_book;viewed;chapter;41282;212921;70;95216;21469;1489;1551712410
mod_book;viewed;chapter;41278;212921;70;95216;21469;1489;1551712415
mod_resource;viewed;course_module;32838;215109;70;96406;21318;1489;1551719977
mod_resource;viewed;course_module;32836;215107;70;96404;21469;1489;1551723098
mod_resource;viewed;course_module;32836;215107;70;96404;21823;1489;1551731968
mod_resource;viewed;course_module;32650;213924;70;95960;21467;1489;1551733267
mod_resource;viewed;course_module;32285;212954;70;95249;17;1489;1551733274
mod_resource;viewed;course_module;32650;213924;70;95960;21467;1489;1551733279
mod_resource;viewed;course_module;32651;213925;70;95961;21467;1489;1551733284
mod_resource;viewed;course_module;32836;215107;70;96404;21467;1489;1551733296
mod_resource;viewed;course_module;32835;215106;70;96403;21467;1489;1551733306
mod_resource;viewed;course_module;32837;215108;70;96405;21467;1489;1551733318
mod_resource;viewed;course_module;32835;215106;70;96403;21467;1489;1551733330
mod_resource;viewed;course_module;32834;215105;70;96402;21467;1489;1551733341
mod_resource;viewed;course_module;32926;215781;70;96546;17;1489;1551739818
mod_resource;viewed;course_module;32924;215767;70;96544;17;1489;1551739831
mod_resource;viewed;course_module;32284;212952;70;95247;17;1489;1551740027
mod_resource;viewed;course_module;32285;212954;70;95249;17;1489;1551740049
mod_resource;viewed;course_module;32286;212956;70;95251;17;1489;1551740072
mod_resource;viewed;course_module;32837;215108;70;96405;21594;1489;1551774576
mod_resource;viewed;course_module;32837;215108;70;96405;21823;1489;1551794563
mod_resource;viewed;course_module;32834;215105;70;96402;21823;1489;1551794564
mod_resource;viewed;course_module;32836;215107;70;96404;21489;1489;1551796691
mod_resource;viewed;course_module;32835;215106;70;96403;21489;1489;1551797090
mod_resource;viewed;course_module;32838;215109;70;96406;21489;1489;1551797292
mod_resource;viewed;course_module;32835;215106;70;96403;21262;1489;1551803974
mod_resource;viewed;course_module;32838;215109;70;96406;21594;1489;1551804051
mod_resource;viewed;course_module;32834;215105;70;96402;21594;1489;1551804357
mod_resource;viewed;course_module;32841;215112;70;96409;21594;1489;1551805305
mod_resource;viewed;course_module;32836;215107;70;96404;21489;1489;1551805863
mod_resource;viewed;course_module;32837;215108;70;96405;21489;1489;1551805878
mod_resource;viewed;course_module;32834;215105;70;96402;21489;1489;1551805900
mod_resource;viewed;course_module;32650;213924;70;95960;21489;1489;1551805915
mod_url;viewed;course_module;5703;212940;70;95235;21473;1489;1551807578
mod_resource;viewed;course_module;32838;215109;70;96406;21263;1489;1551807775
mod_url;viewed;course_module;5703;212940;70;95235;21263;1489;1551807829
mod_page;viewed;course_module;7028;212958;70;95253;17;1489;1551810985
mod_resource;viewed;course_module;32834;215105;70;96402;21263;1489;1551811830
mod_resource;viewed;course_module;32957;215850;70;96586;21489;1489;1551812246
mod_resource;viewed;course_module;32945;215838;70;96574;21823;1489;1551814034
mod_resource;viewed;course_module;32947;215840;70;96576;21823;1489;1551814035
mod_resource;viewed;course_module;32948;215841;70;96577;21823;1489;1551814035
mod_resource;viewed;course_module;32949;215842;70;96578;21823;1489;1551814035
mod_resource;viewed;course_module;32946;215839;70;96575;21823;1489;1551814036
mod_resource;viewed;course_module;32950;215843;70;96579;21823;1489;1551814036
mod_resource;viewed;course_module;32956;215849;70;96585;21489;1489;1551814464
mod_resource;viewed;course_module;32946;215839;70;96575;21489;1489;1551814471
mod_resource;viewed;course_module;32951;215844;70;96580;21823;1489;1551814670
mod_resource;viewed;course_module;32952;215845;70;96581;21823;1489;1551814672
mod_resource;viewed;course_module;32953;215846;70;96582;21823;1489;1551814672
mod_resource;viewed;course_module;32954;215847;70;96583;21823;1489;1551814673
mod_resource;viewed;course_module;32955;215848;70;96584;21823;1489;1551814673
mod_resource;viewed;course_module;32956;215849;70;96585;21823;1489;1551814674
mod_resource;viewed;course_module;32957;215850;70;96586;21823;1489;1551814674
